payment_type
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CREDIT
CASH
CREDIT
CREDIT
CREDIT
CREDIT
CREDIT
CREDIT
CASH
CREDIT
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CREDIT
CASH
CASH
CASH
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CREDIT
CASH
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CREDIT
CASH
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CREDIT
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
CASH
