date,lat,long,num_pickups
12/26/2009,40.748923,-73.942323,19
1/16/2009,40.698458,-73.988537,19
11/17/2009,40.648688,-73.783502,19
3/13/2009,40.777598,-73.958215,19
8/2/2009,40.751906,-73.944177,19
6/18/2009,40.799967,-73.960043,19
12/5/2009,40.753165,-73.970027,19
9/29/2009,40.615804,-73.974901,19
8/17/2009,40.73803,-73.83649,19
9/21/2009,40.742482,-73.978268,19
4/23/2009,40.749187,-73.942195,19
1/2/2009,40.843045,-73.935291,19
3/26/2009,40.800355,-73.93219,19
10/29/2009,40.771945,-73.979258,19
7/3/2009,40.742643,-73.9825,19
2/26/2009,40.711474,-74.008549,19
11/29/2009,40.654105,-73.790424,19
4/12/2009,40.727205,-73.979919,19
10/28/2009,40.740578,-73.992717,19
4/7/2009,40.707949,-73.980927,19
1/17/2009,40.749179,-73.937322,19
2/21/2009,40.738278,-74.000109,19
2/27/2009,40.760966,-73.99561,19
2/2/2009,40.770232,-73.879925,19
12/21/2009,40.656808,-73.793955,19
10/23/2009,40.656664,-73.793515,19
3/16/2009,40.763582,-74.009574,19
2/19/2009,40.761024,-73.995754,19
1/25/2009,40.757002,-74.006392,19
3/31/2009,40.756208,-73.973243,19
4/5/2009,40.801377,-73.93966,19
8/18/2009,40.700228,-73.803787,19
6/27/2009,40.760912,-73.956362,19
5/15/2009,40.725948,-74.00402,19
5/5/2009,40.71233,-74.014812,19
6/28/2009,40.745628,-73.925937,19
7/24/2009,40.814207,-73.932875,19
4/9/2009,40.727129,-74.062376,19
9/24/2009,40.713068,-74.009255,19
3/9/2009,40.741485,-74.003488,19
5/19/2009,40.720462,-74.005497,19
2/18/2009,40.737768,-73.865853,19
9/15/2009,40.749589,-73.943244,19
10/25/2009,40.740649,-74.002182,19
12/13/2009,40.777253,-73.979015,19
11/11/2009,40.773365,-73.870459,19
9/4/2009,40.783403,-74.003299,19
9/23/2009,40.798959,-73.98143,19
9/30/2009,40.734162,-74.002574,19
3/3/2009,40.788758,-73.855759,19
5/7/2009,40.761509,-73.930142,19
5/28/2009,40.769094,-73.948401,19
10/17/2009,40.735753,-73.97494,19
10/19/2009,40.769874,-73.862589,19
1/20/2009,40.739592,-73.895112,19
9/21/2009,40.718539,-73.940433,19
11/21/2009,40.814775,-73.949592,19
5/15/2009,40.740648,-74.002184,19
6/24/2009,40.63266,-73.932322,19
6/19/2009,40.671649,-73.9976,19
3/13/2009,40.743783,-73.922618,19
6/27/2009,40.67909,-73.86251,19
12/12/2009,40.73312,-73.925295,19
12/19/2009,40.783152,-73.814037,19
1/26/2009,40.766973,-73.956242,19
1/21/2009,40.765767,-73.957412,19
10/18/2009,40.74991,-73.942812,19
5/4/2009,40.749713,-73.943159,19
10/23/2009,40.749631,-73.942609,19
7/13/2009,40.75947,-73.982153,19
10/26/2009,40.829619,-73.937051,19
1/24/2009,40.612845,-73.981485,19
9/11/2009,40.76232,-73.968456,19
10/23/2009,40.746377,-73.920022,19
8/28/2009,40.718911,-73.929458,19
1/28/2009,40.733326,-74.093715,19
9/26/2009,40.629678,-73.964757,19
6/19/2009,40.752251,-73.944194,19
11/20/2009,40.761027,-73.971185,19
9/29/2009,40.748983,-73.999511,19
11/13/2009,40.785481,-73.9696,19
1/4/2009,40.79735,-73.975971,19
9/28/2009,40.759683,-74.002277,19
1/24/2009,40.76394,-73.982205,19
12/7/2009,40.778912,-73.95113,19
10/16/2009,40.752209,-73.941771,19
6/28/2009,40.756895,-73.971445,19
7/29/2009,40.706226,-74.008068,19
11/14/2009,40.778558,-73.953893,19
12/24/2009,40.722442,-73.986627,19
3/31/2009,40.759515,-73.981583,19
11/1/2009,40.751405,-73.977528,19
7/8/2009,40.73866,-73.97733,19
4/3/2009,40.739595,-74.003716,19
6/25/2009,40.785675,-73.983942,19
6/11/2009,40.811808,-73.960837,19
9/4/2009,40.753713,-74.02331,19
12/8/2009,40.750971,-73.972533,19
2/6/2009,40.774446,-73.959883,19
3/15/2009,40.780264,-73.957478,19
11/6/2009,40.66257,-73.951479,19
3/8/2009,40.744139,-73.925028,19
3/22/2009,40.727995,-73.950264,19
12/8/2009,40.765208,-73.961535,19
10/11/2009,40.762535,-73.968875,19
7/19/2009,40.752025,-73.944222,19
11/11/2009,40.7146,-73.978284,19
3/25/2009,40.759166,-73.962286,19
7/10/2009,40.764432,-73.9695,19
12/5/2009,40.752707,-73.941052,19
5/29/2009,40.752368,-73.944245,19
11/4/2009,40.743971,-73.97602,19
4/30/2009,40.781955,-73.92849,19
9/15/2009,40.781507,-73.962645,19
10/13/2009,40.785068,-73.973185,19
6/26/2009,40.733778,-73.999403,19
3/11/2009,40.746628,-73.976582,19
11/19/2009,40.780642,-73.95304,19
6/10/2009,40.771011,-73.959884,19
5/19/2009,40.780533,-73.958225,19
1/10/2009,40.766066,-73.954449,19
2/21/2009,40.773027,-73.975445,19
11/24/2009,40.772867,-73.925482,19
7/21/2009,40.785823,-73.90075,19
9/29/2009,40.750437,-73.915158,19
1/22/2009,40.677198,-74.018105,19
11/15/2009,40.783192,-73.813863,19
1/25/2009,40.784897,-73.994501,19
12/3/2009,40.733231,-74.007531,19
7/3/2009,40.752437,-73.941028,19
5/2/2009,40.755778,-73.994402,19
3/4/2009,40.673531,-73.884844,19
12/29/2009,40.661897,-73.930347,19
6/13/2009,40.840238,-73.918153,19
11/17/2009,40.808085,-73.953588,19
1/3/2009,40.759383,-74.014272,19
1/31/2009,40.746519,-73.96827,19
8/7/2009,40.741535,-74.004922,19
6/24/2009,40.788866,-74.034301,19
1/3/2009,40.748063,-74.066357,19
10/10/2009,40.787963,-73.960142,19
7/21/2009,40.733556,-74.003235,19
3/7/2009,40.737777,-73.865839,19
4/25/2009,40.740647,-74.002183,19
10/6/2009,40.750522,-73.943516,19
12/5/2009,40.739178,-74.06841,19
11/12/2009,40.750027,-73.946142,19
10/9/2009,40.749583,-73.942468,19
8/30/2009,40.74971,-73.938467,19
11/9/2009,40.7076,-74.000158,19
8/13/2009,40.776265,-73.852302,19
1/8/2009,40.745443,-73.926418,19
4/3/2009,40.789386,-73.937359,19
12/9/2009,40.770162,-73.981998,19
3/29/2009,40.752569,-73.944704,19
10/3/2009,40.657302,-73.794083,19
12/8/2009,40.729558,-73.9899,19
6/5/2009,40.756496,-73.997192,19
4/7/2009,40.75589,-73.99835,19
2/5/2009,40.779892,-73.957818,19
5/23/2009,40.749022,-73.941935,19
12/13/2009,40.783152,-73.81405,19
5/27/2009,40.780434,-73.95833,19
2/18/2009,40.753011,-73.940562,19
3/1/2009,40.762025,-73.980122,19
7/11/2009,40.705713,-74.006707,19
1/23/2009,40.75358,-73.93129,19
4/29/2009,40.773811,-73.980095,19
8/4/2009,40.755795,-73.97917,19
3/9/2009,40.74252,-73.929301,19
4/9/2009,40.744023,-73.928384,19
7/24/2009,40.772901,-73.953727,19
4/18/2009,40.764706,-73.964302,19
5/12/2009,40.738555,-73.991985,19
4/13/2009,40.730527,-73.986517,19
8/4/2009,40.740753,-74.005227,19
1/16/2009,40.70501,-73.95118,19
9/21/2009,40.704211,-73.81565,19
1/3/2009,40.843045,-73.935291,19
1/11/2009,40.769132,-73.863118,19
8/21/2009,40.788478,-73.966925,19
3/12/2009,40.74484,-73.997545,19
5/17/2009,40.777278,-73.963923,19
9/6/2009,40.74991,-73.943253,19
8/24/2009,40.751548,-73.970773,19
2/20/2009,40.784328,-73.958181,19
1/19/2009,40.68026,-74.003387,19
10/6/2009,40.723792,-73.988065,19
2/25/2009,40.750479,-74.000088,19
2/3/2009,40.77429,-73.95785,19
8/12/2009,40.735602,-73.993523,19
1/2/2009,40.749407,-73.942508,19
3/27/2009,40.752785,-73.993032,19
8/17/2009,40.741463,-74.004165,19
7/31/2009,40.741288,-74.003938,19
8/6/2009,40.704111,-73.988417,19
1/6/2009,40.771037,-73.987246,19
8/9/2009,40.751878,-73.944104,19
9/12/2009,40.794993,-73.907375,19
10/7/2009,40.715415,-74.014345,19
12/27/2009,40.725552,-73.929262,19
12/29/2009,40.79552,-73.965893,19
5/26/2009,40.753131,-73.959015,19
9/3/2009,40.761843,-73.985883,19
2/5/2009,40.75847,-73.957534,19
10/9/2009,40.641872,-73.789121,19
9/4/2009,40.744216,-74.024877,19
3/1/2009,40.75841,-73.957375,19
5/19/2009,40.794378,-73.959059,19
2/16/2009,40.753101,-73.921437,19
3/3/2009,40.740575,-73.994525,19
10/14/2009,40.615733,-73.974956,19
1/13/2009,40.762343,-73.994118,19
6/26/2009,40.765879,-73.969864,19
4/17/2009,40.727866,-73.950537,19
1/27/2009,40.707866,-74.08469,19
5/13/2009,40.74506,-73.932963,19
3/18/2009,40.727118,-74.062574,19
9/26/2009,40.763685,-73.977892,19
9/5/2009,40.702785,-73.992942,19
5/11/2009,40.726862,-73.992813,19
2/22/2009,40.750628,-73.940843,19
12/12/2009,40.748746,-73.988527,19
2/4/2009,40.740643,-74.002173,19
7/3/2009,40.787708,-73.980928,19
4/18/2009,40.756583,-73.954015,19
11/6/2009,40.761213,-73.999519,19
10/5/2009,40.762766,-73.968956,19
9/15/2009,40.765876,-73.839419,19
6/26/2009,40.627848,-73.966033,19
12/12/2009,40.78074,-73.972625,19
6/1/2009,40.730335,-73.984463,19
8/28/2009,40.750291,-73.91504,19
3/20/2009,40.827997,-73.939167,19
1/15/2009,40.745162,-74.002112,19
10/20/2009,40.749618,-73.942588,19
1/28/2009,40.728296,-73.949784,19
1/21/2009,40.754241,-73.977116,19
6/25/2009,40.745673,-74.008255,19
6/14/2009,40.739238,-74.002762,19
3/19/2009,40.758616,-73.980811,19
6/2/2009,40.740431,-73.986485,19
1/27/2009,40.712819,-74.007502,19
9/29/2009,40.75044,-73.91516,19
6/5/2009,40.72033,-73.993802,19
11/5/2009,40.748021,-73.973768,19
3/20/2009,40.728002,-73.950247,19
4/28/2009,40.747945,-73.996555,19
8/21/2009,40.769759,-73.960949,19
1/24/2009,40.728348,-73.949752,19
11/23/2009,40.654143,-73.790426,19
10/11/2009,40.74682,-73.893425,19
1/10/2009,40.728373,-73.991044,19
4/25/2009,40.757647,-73.838889,19
4/27/2009,40.761287,-73.99538,19
2/5/2009,40.740643,-74.002173,19
11/27/2009,40.778532,-73.946665,19
1/22/2009,40.706105,-73.817976,19
10/1/2009,40.712012,-74.008561,19
2/26/2009,40.737153,-74.033378,19
12/29/2009,40.747048,-73.935386,19
2/6/2009,40.720445,-73.967297,19
9/4/2009,40.750319,-73.915064,19
10/11/2009,40.727921,-73.863667,19
6/14/2009,40.750034,-73.987223,19
6/2/2009,40.734306,-74.003369,19
3/17/2009,40.757686,-73.916392,19
3/14/2009,40.727122,-74.062649,19
12/20/2009,40.744188,-73.978965,19
3/31/2009,40.740644,-74.002177,19
3/20/2009,40.781577,-73.970827,19
1/3/2009,40.749406,-73.942506,19
1/26/2009,40.766332,-73.98241,19
6/16/2009,40.814627,-73.932654,19
9/18/2009,40.771833,-73.875515,19
12/3/2009,40.788258,-73.965288,19
3/27/2009,40.7378,-73.865772,19
9/4/2009,40.706058,-73.958597,19
8/24/2009,40.862172,-73.805145,19
10/27/2009,40.764415,-73.972712,19
6/2/2009,40.743681,-73.995979,19
2/2/2009,40.714593,-74.000838,19
2/14/2009,40.724623,-73.984295,19
7/22/2009,40.842633,-73.938688,19
8/3/2009,40.737735,-73.97779,19
8/28/2009,40.77964,-73.95711,19
4/21/2009,40.759614,-73.946108,19
10/26/2009,40.741268,-74.005383,19
6/9/2009,40.740629,-74.003397,19
9/2/2009,40.775725,-73.980355,19
10/31/2009,40.75985,-73.968131,19
9/12/2009,40.752806,-73.970057,19
3/26/2009,40.727976,-73.950309,19
1/7/2009,40.749388,-73.942481,19
1/31/2009,40.655774,-74.000421,19
1/1/2009,40.728319,-73.893751,19
12/24/2009,40.651941,-73.795599,19
9/23/2009,40.715033,-74.007298,19
9/24/2009,40.769623,-73.862618,19
3/18/2009,40.737787,-73.865804,19
4/3/2009,40.743901,-73.889287,19
5/30/2009,40.760405,-73.957877,19
4/7/2009,40.749268,-73.942313,19
2/5/2009,40.789381,-73.937348,19
7/28/2009,40.769273,-73.991947,19
1/31/2009,40.773396,-73.955259,19
4/20/2009,40.742037,-73.977796,19
12/3/2009,40.682673,-73.980105,19
4/9/2009,40.770496,-73.972827,19
7/2/2009,40.769175,-73.928252,19
2/9/2009,40.731911,-73.970822,19
7/13/2009,40.741075,-74.00373,19
4/6/2009,40.74927,-73.942316,19
9/11/2009,40.744735,-73.933545,19
10/16/2009,40.780936,-73.960875,19
3/6/2009,40.764604,-73.968721,19
5/25/2009,40.776601,-73.949828,19
1/15/2009,40.728414,-73.949715,19
6/17/2009,40.730137,-74.044044,19
5/20/2009,40.745555,-73.926007,19
8/31/2009,40.717472,-73.997478,19
1/22/2009,40.78782,-73.967382,19
2/4/2009,40.71571,-73.899075,19
9/15/2009,40.769559,-73.862647,19
1/24/2009,40.746576,-74.013121,19
2/22/2009,40.772577,-73.869728,19
5/29/2009,40.752033,-73.977175,19
9/26/2009,40.770325,-73.95119,19
1/15/2009,40.758623,-73.957706,19
10/24/2009,40.759619,-73.96569,19
6/5/2009,40.727046,-74.06148,19
5/10/2009,40.747658,-73.990281,19
1/25/2009,40.784302,-73.958333,19
12/8/2009,40.65483,-74.003746,19
7/24/2009,40.743085,-73.992092,19
10/28/2009,40.769577,-73.863313,19
5/20/2009,40.757579,-73.994353,19
5/16/2009,40.740302,-74.003241,19
9/20/2009,40.795348,-74.034607,19
8/31/2009,40.846329,-74.428547,19
10/6/2009,40.769708,-73.862592,19
6/26/2009,40.587195,-73.965775,19
10/27/2009,40.803053,-73.957016,19
9/17/2009,40.761098,-73.994742,19
10/19/2009,40.752068,-73.996265,19
9/12/2009,40.740646,-74.002179,19
4/5/2009,40.770178,-73.976619,19
8/7/2009,40.782665,-73.973806,19
6/16/2009,40.757768,-73.989672,19
12/8/2009,40.729037,-73.990597,19
6/2/2009,40.718447,-74.009905,19
7/25/2009,40.767737,-73.864932,19
2/13/2009,40.697512,-73.962472,19
11/23/2009,40.773812,-73.870492,19
11/23/2009,40.786086,-73.961343,19
12/28/2009,40.757423,-73.981308,19
8/27/2009,40.606713,-74.061614,19
2/15/2009,-3.00E-06,-3.00E-06,19
9/21/2009,40.769154,-73.865751,19
4/26/2009,40.745748,-73.99807,19
7/10/2009,40.780252,-73.960252,19
2/5/2009,40.794825,-73.956308,19
1/19/2009,40.749365,-73.94245,19
11/5/2009,40.742496,-73.986777,19
9/9/2009,40.764093,-73.969052,19
6/16/2009,40.746314,-73.944389,19
5/24/2009,40.742249,-73.995404,19
9/29/2009,40.748896,-73.969873,19
12/5/2009,40.756788,-73.98492,19
3/27/2009,40.756893,-73.978525,19
3/22/2009,40.775938,-73.956072,19
8/26/2009,40.750272,-73.915023,19
6/1/2009,40.789386,-73.937371,19
8/10/2009,40.656762,-73.793202,19
1/20/2009,40.750546,-73.953775,19
7/22/2009,40.703941,-73.949098,19
3/12/2009,40.757558,-73.927237,19
9/8/2009,40.76459,-73.966017,19
12/9/2009,40.704648,-74.014128,19
11/16/2009,40.710772,-73.982561,19
1/24/2009,40.78451,-73.977355,19
7/12/2009,40.736432,-73.968196,19
1/9/2009,40.749221,-73.937374,19
3/24/2009,40.780342,-73.957497,19
2/8/2009,40.737895,-73.996443,19
1/8/2009,40.766836,-73.887933,19
8/2/2009,40.76387,-73.996398,19
9/22/2009,40.779783,-73.957138,19
10/22/2009,40.761018,-73.960187,19
4/10/2009,40.656916,-73.793786,19
5/22/2009,40.789386,-73.937369,19
3/26/2009,40.656317,-73.794218,19
8/4/2009,40.848815,-73.942542,19
8/9/2009,40.741372,-74.004692,19
10/30/2009,40.749658,-73.94264,19
10/17/2009,40.718801,-74.013587,19
3/27/2009,40.727118,-74.06249,19
5/20/2009,40.780442,-74.01162,19
8/21/2009,40.752101,-73.941382,19
11/8/2009,40.707358,-73.816283,19
9/17/2009,40.749587,-73.942337,19
4/24/2009,40.635914,-74.01233,19
3/21/2009,40.741401,-74.003574,19
1/13/2009,40.758277,-73.96301,19
3/30/2009,40.777535,-73.925193,19
9/11/2009,40.710238,-74.002248,19
6/1/2009,40.673527,-73.963655,19
6/22/2009,40.764177,-73.901765,19
6/12/2009,40.769665,-73.864078,19
9/7/2009,40.752223,-73.976188,19
11/17/2009,40.765181,-73.952218,19
1/24/2009,40.795282,-73.964542,19
2/25/2009,40.737767,-73.865867,19
12/13/2009,40.726427,-73.982642,19
9/20/2009,40.750401,-73.915134,19
9/22/2009,40.773574,-73.980758,19
4/24/2009,38.521477,-73.97591,19
10/10/2009,40.757932,-73.974148,19
11/24/2009,40.745006,-73.995584,19
10/10/2009,40.783127,-73.944973,19
10/22/2009,40.75052,-73.915207,19
7/21/2009,40.763713,-73.967327,19
4/16/2009,40.789386,-73.937365,19
3/15/2009,40.741432,-74.003528,19
11/20/2009,40.7585,-74.024355,19
10/20/2009,40.74962,-73.942591,19
3/9/2009,40.735362,-73.952496,19
1/17/2009,40.750458,-73.900296,19
1/5/2009,40.783982,-74.030802,19
10/24/2009,40.749632,-73.942612,19
4/14/2009,40.751975,-73.992436,19
11/20/2009,40.772114,-73.885192,19
11/2/2009,40.686669,-73.878147,19
1/1/2009,40.725829,-74.011206,19
8/2/2009,40.802838,-73.951565,19
3/13/2009,40.780243,-73.957466,19
3/8/2009,40.746892,-73.962355,19
4/8/2009,40.785842,-73.94584,19
5/29/2009,40.748995,-73.94189,19
2/10/2009,40.783542,-74.009427,19
1/9/2009,40.78415,-73.978079,19
10/5/2009,40.79026,-74.04773,19
4/22/2009,40.789385,-73.937365,19
12/17/2009,40.748668,-73.937755,19
1/31/2009,40.727224,-73.941969,19
6/25/2009,40.758066,-73.989003,19
3/10/2009,40.739242,-74.003679,19
3/11/2009,40.737677,-73.977687,19
12/13/2009,40.744418,-73.979028,19
11/1/2009,40.744961,-73.949716,19
5/5/2009,40.816317,-73.957778,19
1/12/2009,40.737103,-73.997182,19
6/14/2009,40.769395,-73.983487,19
1/22/2009,40.725307,-73.992223,19
5/25/2009,40.730117,-74.044131,19
2/11/2009,40.648842,-73.782367,19
10/10/2009,40.746009,-73.981878,19
1/16/2009,40.705854,-73.930551,19
9/30/2009,40.758343,-73.93775,19
6/3/2009,40.801556,-73.991099,19
6/7/2009,40.743303,-73.924004,19
2/7/2009,40.760124,-73.992865,19
8/21/2009,40.75248,-73.943572,19
10/8/2009,40.740649,-74.002183,19
4/18/2009,40.772783,-73.95982,19
9/25/2009,40.740648,-74.002179,19
12/2/2009,40.787469,-73.954608,19
10/16/2009,40.736207,-73.989321,19
4/28/2009,40.756155,-73.97464,19
3/23/2009,40.727982,-73.950294,19
11/8/2009,40.750744,-73.940144,19
5/29/2009,40.65741,-73.793552,19
2/4/2009,40.761143,-73.995602,19
6/1/2009,40.74644,-73.928988,19
9/4/2009,40.238427,-73.518402,19
1/11/2009,40.75844,-73.977198,19
12/22/2009,40.784789,-73.969995,19
1/22/2009,40.739561,-73.972562,19
10/22/2009,40.761422,-73.957708,19
6/28/2009,40.761247,-73.963545,19
10/1/2009,40.752357,-73.99625,19
1/2/2009,40.772876,-73.981916,19
10/29/2009,40.759667,-73.9657,19
10/10/2009,40.781368,-73.953958,19
1/8/2009,40.74977,-73.972242,19
3/26/2009,40.772181,-73.963606,19
5/9/2009,40.730245,-74.00188,19
9/20/2009,40.770882,-73.781746,19
9/24/2009,40.759895,-73.983914,19
3/28/2009,40.771271,-73.878128,19
4/17/2009,40.730401,-73.980149,19
9/16/2009,40.746435,-73.975588,19
1/31/2009,40.894597,-73.919488,19
4/6/2009,40.745084,-73.976476,19
11/7/2009,40.749664,-73.942889,19
2/13/2009,40.72224,-73.966071,19
9/19/2009,40.767338,-73.98167,19
1/23/2009,40.726226,-74.009175,19
5/17/2009,40.740315,-74.003236,19
12/6/2009,40.667841,-74.065654,19
8/31/2009,40.769457,-73.862833,19
10/2/2009,40.745096,-73.947182,19
8/21/2009,40.752697,-73.985185,19
8/6/2009,40.77031,-73.955488,19
8/25/2009,40.702785,-73.992942,19
7/24/2009,40.238427,-73.518402,19
3/5/2009,40.789042,-73.937108,19
9/25/2009,40.729399,-73.959625,19
9/14/2009,40.693565,-73.811457,19
10/7/2009,40.806288,-73.952978,19
4/5/2009,40.723069,-74.003058,19
8/21/2009,40.70406,-73.814755,19
9/3/2009,40.752275,-74.007757,19
2/23/2009,40.729887,-73.983264,19
3/16/2009,40.782833,-73.944648,19
6/18/2009,40.754308,-73.998897,19
9/4/2009,40.773842,-73.871937,19
10/2/2009,40.75215,-73.941657,19
8/11/2009,40.755148,-73.985323,19
7/26/2009,40.765317,-73.961557,19
6/29/2009,40.76327,-73.931728,19
8/24/2009,40.74166,-73.952302,19
8/30/2009,40.776668,-73.957737,19
11/15/2009,40.727127,-73.993822,19
12/12/2009,40.659837,-73.79348,19
3/4/2009,40.774325,-73.97414,19
8/6/2009,40.732589,-73.9347,19
10/10/2009,40.684504,-74.006315,19
5/21/2009,40.74974,-73.981757,19
9/26/2009,40.78907,-73.90696,19
3/7/2009,40.760988,-73.930833,19
1/13/2009,40.731625,-73.97182,19
2/17/2009,40.750028,-73.942673,19
3/7/2009,40.771341,-73.950207,19
11/20/2009,40.748554,-73.895785,19
9/28/2009,40.761647,-73.99663,19
10/21/2009,40.758639,-73.973624,19
5/11/2009,40.762972,-73.981468,19
2/9/2009,40.758462,-73.957517,19
3/6/2009,40.714788,-73.952247,19
4/7/2009,40.757698,-73.996541,19
4/13/2009,40.749232,-73.942261,19
12/21/2009,40.76255,-73.968072,19
11/23/2009,40.779751,-73.963437,19
3/8/2009,40.779375,-73.95075,19
9/18/2009,40.719955,-73.943524,19
5/15/2009,40.769332,-73.885913,19
9/3/2009,40.786877,-73.954375,19
7/7/2009,40.741012,-74.003646,19
7/1/2009,40.740699,-73.981319,19
2/4/2009,41.310465,-73.274014,19
12/9/2009,40.764032,-73.982247,19
6/19/2009,40.774459,-73.862892,19
7/28/2009,40.668633,-73.857202,19
3/17/2009,40.717709,-73.919989,19
10/4/2009,40.778993,-73.954277,19
8/20/2009,40.748874,-73.971798,19
9/5/2009,40.238427,-73.518402,19
8/13/2009,40.758565,-73.889673,19
1/7/2009,40.758283,-73.988973,19
8/30/2009,40.61585,-73.974864,19
10/14/2009,40.661925,-74.184403,19
9/6/2009,40.769492,-73.862709,19
10/18/2009,40.741375,-74.005317,19
1/31/2009,40.763787,-73.966928,19
12/15/2009,40.769792,-73.98806,19
1/29/2009,40.763292,-74.018626,19
10/20/2009,40.756412,-74.01064,19
7/8/2009,40.797401,-73.976039,19
7/7/2009,40.75859,-73.971327,19
9/7/2009,40.755417,-73.997772,19
1/17/2009,40.74055,-73.986802,19
1/4/2009,40.717819,-73.935868,19
4/24/2009,40.737192,-73.989888,19
1/19/2009,40.709094,-73.796991,19
6/11/2009,40.777916,-73.958941,19
2/28/2009,40.773173,-73.983013,19
3/20/2009,40.771516,-73.989542,19
1/4/2009,40.801339,-73.966476,19
1/9/2009,40.727343,-74.063059,19
10/25/2009,40.73078,-74.046583,19
11/14/2009,40.665514,-73.743018,19
12/21/2009,40.570069,-73.852888,19
6/8/2009,40.828265,-73.906267,19
12/13/2009,40.76346,-73.985622,19
1/7/2009,40.738562,-73.982595,19
9/9/2009,40.762048,-73.997408,19
10/24/2009,40.724247,-73.99074,19
1/14/2009,40.780175,-73.957896,19
12/11/2009,40.761542,-73.974918,19
1/29/2009,40.73413,-74.001795,19
9/9/2009,40.710219,-74.002197,19
3/3/2009,40.757877,-73.936873,19
12/20/2009,40.771847,-73.953592,19
7/27/2009,40.770754,-73.947293,19
1/19/2009,40.784285,-73.958372,19
11/4/2009,40.729441,-74.024502,19
8/20/2009,40.750243,-73.914999,19
1/8/2009,40.65706,-73.79419,19
10/11/2009,40.745855,-73.984408,19
10/30/2009,40.774792,-73.988243,19
10/29/2009,40.763281,-73.99235,19
7/21/2009,40.77058,-73.951288,19
9/17/2009,40.741496,-74.004748,19
1/6/2009,40.761193,-73.995987,19
9/19/2009,40.781379,-73.981853,19
11/8/2009,40.730078,-73.861905,19
10/27/2009,40.749844,-73.9433,19
7/14/2009,40.762942,-73.995748,19
12/27/2009,40.776253,-73.979678,19
3/7/2009,40.742557,-73.958759,19
6/12/2009,40.733343,-73.974415,19
4/22/2009,40.768532,-73.945973,19
10/6/2009,40.761025,-73.990932,19
11/11/2009,40.73827,-73.985348,19
6/22/2009,40.761387,-73.956738,19
10/27/2009,40.75833,-73.965993,19
2/13/2009,40.754914,-73.984326,19
9/24/2009,40.670775,-73.801073,19
7/18/2009,40.72208,-73.812567,19
8/26/2009,40.762816,-73.99316,19
8/2/2009,40.755903,-73.951143,19
1/29/2009,40.761077,-73.995546,19
12/29/2009,40.760987,-73.963671,19
10/8/2009,40.730737,-73.993076,19
3/19/2009,40.789383,-73.937357,19
9/28/2009,40.709765,-73.947967,19
1/29/2009,40.761092,-73.994703,19
3/7/2009,40.72806,-73.950107,19
9/18/2009,40.752025,-73.980595,19
4/29/2009,40.764397,-73.978638,19
8/3/2009,40.753063,-73.855212,19
2/10/2009,40.76267,-73.996789,19
10/21/2009,40.63091,-73.919767,19
9/19/2010,0,0,17535
9/25/2010,0,0,15408
9/24/2010,0,0,15250
9/23/2010,0,0,14184
9/26/2010,0,0,13703
9/22/2010,0,0,13363
9/17/2010,0,0,13080
4/9/2010,0,0,12922
10/29/2010,0,0,12825
11/12/2010,0,0,12722
10/30/2010,0,0,12715
12/17/2010,0,0,12676
11/13/2010,0,0,12659
12/18/2010,0,0,12581
9/21/2010,0,0,12578
8/13/2010,0,0,12431
11/6/2010,0,0,12400
11/5/2010,0,0,12369
4/10/2010,0,0,12317
4/16/2010,0,0,12308
11/19/2010,0,0,12306
9/20/2010,0,0,12290
12/11/2010,0,0,12254
12/10/2010,0,0,12253
12/16/2010,0,0,12247
11/20/2010,0,0,12196
8/11/2010,0,0,12140
12/4/2010,0,0,12139
7/29/2010,0,0,12127
12/9/2010,0,0,12125
12/3/2010,0,0,12059
12/15/2010,0,0,12035
10/22/2010,0,0,12026
11/18/2010,0,0,12017
8/12/2010,0,0,12005
6/24/2010,0,0,11935
9/10/2010,0,0,11911
11/4/2010,0,0,11844
9/16/2010,0,0,11796
11/11/2010,0,0,11734
10/23/2010,0,0,11723
5/14/2010,0,0,11712
7/16/2010,0,0,11689
5/8/2010,0,0,11687
9/11/2010,0,0,11675
12/1/2010,0,0,11674
5/7/2010,0,0,11623
5/6/2010,0,0,11556
12/2/2010,0,0,11551
6/25/2010,0,0,11517
5/15/2010,0,0,11511
10/28/2010,0,0,11497
4/17/2010,0,0,11464
11/10/2010,0,0,11445
8/19/2010,0,0,11444
4/15/2010,0,0,11432
11/3/2010,0,0,11396
7/23/2010,0,0,11392
6/18/2010,0,0,11377
10/21/2010,0,0,11372
4/8/2010,0,0,11370
12/14/2010,0,0,11364
6/26/2010,0,0,11343
5/21/2010,0,0,11323
12/19/2010,0,0,11288
12/22/2010,0,0,11287
12/8/2010,0,0,11272
8/20/2010,0,0,11270
7/30/2010,0,0,11255
9/18/2010,0,0,11254
5/12/2010,0,0,11246
5/1/2010,0,0,11236
7/28/2010,0,0,11212
5/22/2010,0,0,11202
11/14/2010,0,0,11181
11/17/2010,0,0,11156
4/30/2010,0,0,11148
5/13/2010,0,0,11134
7/21/2010,0,0,11119
10/15/2010,0,0,11109
12/7/2010,0,0,11099
10/16/2010,0,0,11092
7/22/2010,0,0,11090
12/5/2010,0,0,11083
7/14/2010,0,0,11083
8/25/2010,0,0,11019
10/9/2010,0,0,11012
9/9/2010,0,0,11007
4/1/2010,0,0,11000
11/7/2010,0,0,10995
4/23/2010,0,0,10989
12/21/2010,0,0,10985
6/9/2010,0,0,10982
